SSID,User-Agent,_id,battery,chunkId,conectedBy,create_date,delay_code,device_id,geolocation.floor,geolocation.latitude,geolocation.longitude,isAppInBackground,isNetworkAvailable,isSocketIOEnabled,jobId,locationPermissions,log_id,session,status_code,user_id,validSSIDs,wifiSettingSwitch
BILH1,"NavvTrack | Version/1.16 | Build/20 | Device Name/iPhone12,8 | iOS/14.4.2 | CFNetwork/1220.1 | NetworkConnection/wifi | Darwin/20.3.0",60b61405a310e90021d28b84,1,134144,wifi,2021-06-01T11:03:33.183Z,,laheyme19,-1,42.48425515079954,-71.2049425389944,false,true,true,60b613faa310e90021d28b7f,authorizedAlways,909660,TcNq0hzryYAeBvdgeFcJCG0VZkrWfaPiOTxkzig0xy3jOgAvmttNYzPmIZ0nwtZa,idle,5f2c2dde779144001ef05c39,BILH,true
